"","origin.code","landing.year","land.month","catch.mt","period"
"426",814,1991,4,32.9821012237937,22
"427",814,1991,5,19.7294771888126,23
"428",814,1991,6,50.1256452359137,23
"429",814,1991,7,136.124139307454,23
"430",814,1991,8,73.5196995400568,23
"431",814,1991,9,40.0998811586577,23
"432",814,1991,10,68.3129065326451,23
"433",814,1991,11,6.83655233101396,24
"434",814,1991,12,24.6119512659778,24
"435",814,1992,1,47.6463063929385,24
"436",814,1992,2,22.6215855793742,24
"437",814,1992,3,39.0248659632953,24
"438",814,1992,4,28.7459970425742,24
"439",814,1992,5,21.1891391713765,25
"440",814,1992,6,47.5587629614174,25
"441",814,1992,7,7.76188186626267,25
"442",814,1992,8,25.2011684553347,25
"443",814,1992,9,50.6772142137874,25
"444",814,1992,10,43.4786947410438,25
"445",814,1992,11,33.4901252823616,26
"446",814,1992,12,21.3088876994675,26
"447",814,1993,1,21.8976512959149,26
"448",814,1993,2,18.6363182770727,26
"449",814,1993,3,40.577060899384,26
"450",814,1993,4,4.63254438406619,26
"451",814,1993,5,62.1685369814299,27
"452",814,1993,6,53.7199154502817,27
"453",814,1993,7,39.5845996135388,27
"454",814,1993,8,47.191806297684,27
"455",814,1993,9,46.4356669176547,27
"456",814,1993,10,44.410828169934,27
"457",814,1993,11,40.2042075278279,28
"458",814,1993,12,43.5036423510628,28
"459",814,1994,1,50.7393564423801,28
"460",814,1994,2,11.7516850976586,28
"461",814,1994,3,33.0632943545827,28
"462",814,1994,4,16.8668523373643,28
"463",814,1994,5,20.470194409921,29
"464",814,1994,6,13.7656376155528,29
"465",814,1994,7,11.2209813936189,29
"466",814,1994,8,17.0510110585951,29
"467",814,1994,9,39.0527619272256,29
"468",814,1994,10,60.4099572715479,29
"469",814,1994,11,54.4547359635674,30
"470",814,1994,12,46.250601010605,30
"471",814,1995,1,45.743484137856,30
"472",814,1995,2,132.170169915904,30
"473",814,1995,3,70.3513530676488,30
"474",814,1995,4,54.2052598633778,30
"475",814,1995,5,71.6935344866689,31
"476",814,1995,6,34.4385880559915,31
"477",814,1995,7,59.7563298890512,31
"478",814,1995,8,69.7644038428391,31
"479",814,1995,9,43.1319229617803,31
"480",814,1995,10,89.6072792590106,31
"481",814,1995,11,97.9420489698905,32
"482",814,1995,12,30.0083461095336,32
"483",814,1996,1,88.8620261088079,32
"484",814,1996,2,32.1448594315574,32
"485",814,1996,3,34.1478350010433,32
"486",814,1996,4,31.6408269905925,32
"487",814,1996,5,11.4713646796273,33
"488",814,1996,6,11.5765982346164,33
"489",814,1996,7,7.31645362919687,33
"490",814,1996,8,9.35217860674402,33
"491",814,1996,9,11.0037103899992,33
"492",814,1996,10,35.2033457013,33
"493",814,1996,11,30.2496575373534,34
"494",814,1996,12,31.2802206275912,34
"495",814,1997,1,43.4419537153795,34
"496",814,1997,2,22.6787382859631,34
"497",814,1997,3,32.0055156897787,34
"498",814,1997,4,15.0239043463273,34
"499",814,1997,5,29.6082771634114,35
"500",814,1997,6,20.2914788036033,35
"501",814,1997,7,29.1197575999492,35
"502",814,1997,8,26.3646342680371,35
"503",814,1997,9,45.6160245303045,35
"504",814,1997,10,39.2407761881866,35
"505",814,1997,11,39.1990456405185,36
"506",814,1997,12,47.1192314321743,36
"507",814,1998,1,36.8621349711061,36
"508",814,1998,2,8.88679228166305,36
"509",814,1998,3,50.4585824314394,36
"510",814,1998,4,45.7543703676824,36
"511",814,1998,5,34.2594188567644,37
"512",814,1998,6,22.3612232493582,37
"513",814,1998,7,12.1857735119885,37
"514",814,1998,8,14.2042619589771,37
"515",814,1998,9,18.2412388529543,37
"516",814,1998,10,36.3622755849081,37
"517",814,1998,11,24.0032295815152,38
"518",814,1998,12,26.8649472471446,38
"519",814,1999,1,61.1724469523092,38
"520",814,1999,2,41.6225925556332,38
"521",814,1999,3,47.0675218404986,38
"522",814,1999,4,27.4419174279468,38
"523",814,1999,5,26.8182271774728,39
"524",814,1999,6,39.7828197149622,39
"525",814,1999,7,7.45117072329925,39
"526",814,1999,8,12.1317959557656,39
"527",814,1999,9,40.0708512124538,39
"528",814,1999,10,83.7967540891401,39
"529",814,1999,11,116.79790621513,40
"530",814,1999,12,106.990320327313,40
"531",814,2000,1,59.7812774990701,40
"532",814,2000,2,19.4854442035362,40
"533",814,2000,3,19.4700220446154,40
"534",814,2000,4,13.1492048516298,40
"535",814,2000,5,12.1032196024712,41
"536",814,2000,6,6.60295198265461,41
"537",814,2000,7,0.85094029810126,41
"538",814,2000,8,10.6925456541263,41
"539",814,2000,9,25.227476844082,41
"540",814,2000,10,29.1837142001796,41
"541",814,2000,11,10.5796010196769,42
"542",814,2000,12,11.6509874717638,42
"543",814,2001,1,10.2725186199889,42
"544",814,2001,2,13.4227213760195,42
"545",814,2001,3,9.69464125336793,42
"546",814,2001,4,0.657709718681678,42
"547",814,2001,6,6.07043390697717,43
"548",814,2001,7,6.17884261233228,43
"549",814,2001,8,2.3659406156163,43
"550",814,2001,10,10.9374858252216,43
"551",814,2001,11,4.60487521659061,44
"552",814,2001,12,8.94122343079533,44
"553",814,2002,1,10.7020711052245,44
"554",814,2002,2,17.6125590804765,44
"555",814,2002,3,12.3808184630458,44
"556",814,2002,4,4.10410864457367,44
"557",814,2002,6,0.0426377334869501,45
"558",814,2002,7,6.07360905734322,45
"559",814,2002,8,14.0677304932369,45
"560",814,2002,9,21.8681677568016,45
"561",814,2002,10,7.03341165370903,45
"562",814,2002,11,11.385635619744,46
"563",814,2002,12,2.2221516633252,46
"564",814,2003,1,3.54346780851122,46
"565",814,2003,2,1.29682212807649,46
"566",814,2003,4,0.589670782266332,46
"567",814,2003,5,2.46981339187706,47
"568",814,2003,6,3.62239297475302,47
"569",814,2003,7,7.03295806079959,47
"570",814,2003,8,7.27109433825331,47
"571",814,2003,9,7.59133093231487,47
"572",814,2003,10,5.31429452694795,47
"573",814,2003,11,4.69695457720605,48
"574",814,2003,12,18.2389708884071,48
"575",814,2004,1,8.33159456051383,48
"576",814,2004,2,6.87510772831599,48
"577",814,2004,4,1.1135705926645,48
"578",814,2004,10,0.993368471664051,49
"579",814,2004,12,0.876795093939092,50
"580",814,2005,1,7.74509892861355,50
"581",814,2005,6,0.832342988814399,51
"582",814,2005,8,5.54744128239787,51
"583",814,2005,10,11.8433108653646,51
"584",814,2005,11,18.0393900082554,52
"585",814,2005,12,3.73080168010814,52
"586",814,2006,3,18.4068002648983,52
"587",814,2006,4,7.68386388583974,52
"588",814,2006,5,18.1319229617803,53
"589",814,2006,6,25.6524934002232,53
"590",814,2006,7,23.3663851366675,53
"591",814,2006,8,18.7311191951447,53
"592",814,2006,9,9.32813818254393,53
"593",814,2006,10,7.98459598479557,53
"594",814,2006,11,3.28854859340839,54
"595",814,2007,1,4.12542751131714,54
"596",814,2007,2,2.56506790285854,54
"597",814,2007,4,1.797135107184,54
"598",814,2007,5,24.9575890629678,55
"599",814,2007,6,6.71317505964747,55
"600",814,2007,7,16.0345093485499,55
"601",814,2007,8,15.2407217570375,55
"602",814,2007,9,9.83706942693072,55
"603",814,2007,10,20.2878500603279,55
"604",814,2007,11,6.32217797171395,56
"605",814,2008,1,2.31876695303499,56
"606",814,2008,5,2.26569658263102,57
"607",814,2008,9,6.84018107428945,57
"608",814,2008,10,2.27476844081973,57
"609",814,2008,12,4.4633542288467,58
"610",814,2009,1,0.952545109814843,58
"611",814,2009,3,0.835971732089884,58
"612",814,2009,4,1.69416951674211,58
"613",814,2009,5,1.72365305585543,59
"614",814,2009,8,3.34751567163502,59
"615",814,2009,9,1.87787464506355,59
"616",814,2009,10,2.48568914370731,59
"617",814,2010,1,1.50865001678294,60
"618",814,2010,3,1.57396739574167,60
"619",814,2010,6,2.94608594678448,61
"620",814,2010,8,22.9028131832243,61
"621",814,2010,9,10.2353240014152,61
"622",814,2010,10,5.48393827507688,61
"623",814,2010,11,3.97800981575056,62
"624",814,2010,12,16.0798686394934,62
"625",814,2011,2,2.22714118532899,62
"626",814,2011,3,4.36129582422368,62
"627",814,2011,4,1.39706616106177,62
"628",814,2011,5,3.69678221190046,63
"629",814,2011,6,4.28418502961962,63
"630",814,2011,7,0.269570266077601,63
"631",814,2011,9,1.74542551550834,63
