"period","site","dens","spp","norm"
37,"6_39L",0,"pis",-0.606718855338747
38,"6_39L",0,"pis",-0.606718855338747
39,"6_39L",NA,"pis",NA
40,"6_39L",0.05,"pis",0.121343771067749
41,"6_39L",0.15,"pis",1.57746902388074
42,"6_39L",0,"pis",-0.606718855338747
43,"6_39L",0,"pis",-0.606718855338747
44,"6_39L",0.05,"pis",0.121343771067749
45,"6_39L",0,"pis",-0.606718855338747
46,"6_39L",0.05,"pis",0.121343771067749
47,"6_39L",0,"pis",-0.606718855338747
48,"6_39L",NA,"pis",NA
49,"6_39L",0.05,"pis",0.121343771067749
50,"6_39L",0,"pis",-0.606718855338747
51,"6_39L",0.1,"pis",0.849406397474245
52,"6_39L",0,"pis",-0.606718855338747
53,"6_39L",0,"pis",-0.606718855338747
54,"6_39L",0,"pis",-0.606718855338747
55,"6_39L",0,"pis",-0.606718855338747
56,"6_39L",NA,"pis",NA
57,"6_39L",0,"pis",-0.606718855338747
58,"6_39L",NA,"pis",NA
59,"6_39L",NA,"pis",NA
60,"6_39L",0,"pis",-0.606718855338747
61,"6_39L",0,"pis",-0.606718855338747
62,"6_39L",NA,"pis",NA
63,"6_39L",0.1,"pis",0.849406397474245
1,"6_39L",NA,"pter",NA
2,"6_39L",NA,"pter",NA
3,"6_39L",NA,"pter",NA
4,"6_39L",NA,"pter",NA
5,"6_39L",NA,"pter",NA
6,"6_39L",NA,"pter",NA
7,"6_39L",NA,"pter",NA
8,"6_39L",NA,"pter",NA
9,"6_39L",0,"pter",-0.668488082839508
10,"6_39L",0.05,"pter",0.175917916536713
11,"6_39L",0.1,"pter",1.02032391591293
12,"6_39L",0.1,"pter",1.02032391591293
13,"6_39L",0.1,"pter",1.02032391591293
14,"6_39L",0.1,"pter",1.02032391591293
15,"6_39L",0.1,"pter",1.02032391591293
16,"6_39L",0.05,"pter",0.175917916536713
17,"6_39L",0,"pter",-0.668488082839508
18,"6_39L",0.05,"pter",0.175917916536713
19,"6_39L",0.1,"pter",1.02032391591293
20,"6_39L",NA,"pter",NA
21,"6_39L",0.3,"pter",4.39794791341781
22,"6_39L",0.05,"pter",0.175917916536713
23,"6_39L",0.05,"pter",0.175917916536713
24,"6_39L",0,"pter",-0.668488082839508
25,"6_39L",0,"pter",-0.668488082839508
26,"6_39L",0,"pter",-0.668488082839508
27,"6_39L",0.1,"pter",1.02032391591293
28,"6_39L",0.1,"pter",1.02032391591293
29,"6_39L",0,"pter",-0.668488082839508
30,"6_39L",0,"pter",-0.668488082839508
31,"6_39L",0,"pter",-0.668488082839508
32,"6_39L",0,"pter",-0.668488082839508
33,"6_39L",0,"pter",-0.668488082839508
34,"6_39L",0,"pter",-0.668488082839508
35,"6_39L",0,"pter",-0.668488082839508
36,"6_39L",0.1,"pter",1.02032391591293
37,"6_39L",0.1,"pter",1.02032391591293
38,"6_39L",0.05,"pter",0.175917916536713
39,"6_39L",NA,"pter",NA
40,"6_39L",0,"pter",-0.668488082839508
41,"6_39L",0,"pter",-0.668488082839508
42,"6_39L",0,"pter",-0.668488082839508
43,"6_39L",0,"pter",-0.668488082839508
44,"6_39L",0,"pter",-0.668488082839508
45,"6_39L",0,"pter",-0.668488082839508
46,"6_39L",0,"pter",-0.668488082839508
47,"6_39L",0,"pter",-0.668488082839508
48,"6_39L",NA,"pter",NA
49,"6_39L",0,"pter",-0.668488082839508
50,"6_39L",0,"pter",-0.668488082839508
51,"6_39L",0,"pter",-0.668488082839508
52,"6_39L",0,"pter",-0.668488082839508
53,"6_39L",0,"pter",-0.668488082839508
54,"6_39L",0,"pter",-0.668488082839508
55,"6_39L",0,"pter",-0.668488082839508
56,"6_39L",NA,"pter",NA
57,"6_39L",0,"pter",-0.668488082839508
58,"6_39L",NA,"pter",NA
59,"6_39L",NA,"pter",NA
60,"6_39L",0.1,"pter",1.02032391591293
61,"6_39L",0.15,"pter",1.86472991528915
62,"6_39L",NA,"pter",NA
63,"6_39L",0.05,"pter",0.175917916536713
1,"6_39L",NA,"purp",NA
2,"6_39L",NA,"purp",NA
3,"6_39L",NA,"purp",NA
4,"6_39L",NA,"purp",NA
5,"6_39L",NA,"purp",NA
6,"6_39L",NA,"purp",NA
7,"6_39L",NA,"purp",NA
8,"6_39L",NA,"purp",NA
9,"6_39L",3.95,"purp",-0.930587025482544
10,"6_39L",5.45,"purp",-0.857340492730707
11,"6_39L",5.9,"purp",-0.835366532905156
12,"6_39L",4.45,"purp",-0.906171514565265
13,"6_39L",8.1,"purp",-0.727938284869128
14,"6_39L",8.25,"purp",-0.720613631593944
15,"6_39L",9.65,"purp",-0.652250201025562
16,"6_39L",10.15,"purp",-0.627834690108283
17,"6_39L",10.85,"purp",-0.593652974824093
18,"6_39L",13.05,"purp",-0.486224726788064
19,"6_39L",14.15,"purp",-0.43251060277005
20,"6_39L",NA,"purp",NA
21,"6_39L",18.05,"purp",-0.242069617615273
22,"6_39L",20.9,"purp",-0.102901205386783
23,"6_39L",22.65,"purp",-0.0174469171763058
24,"6_39L",28.25,"purp",0.25600680509722
25,"6_39L",20.2,"purp",-0.137082920670973
26,"6_39L",25,"purp",0.0973059841349061
27,"6_39L",31.65,"purp",0.422032279334718
28,"6_39L",45.4,"purp",1.09345882955989
29,"6_39L",59.05,"purp",1.76000227760161
30,"6_39L",58.35,"purp",1.72582056231742
31,"6_39L",33.1,"purp",0.492837260994828
32,"6_39L",53.6,"purp",1.49387320860327
33,"6_39L",50.75,"purp",1.35470479637478
34,"6_39L",25.15,"purp",0.10463063741009
35,"6_39L",22.8,"purp",-0.010122263901122
36,"6_39L",20.95,"purp",-0.100459654295055
37,"6_39L",4.85,"purp",-0.886639105831442
38,"6_39L",9.4,"purp",-0.664457956484202
39,"6_39L",NA,"purp",NA
40,"6_39L",31.05,"purp",0.392733666233983
41,"6_39L",122,"purp",4.83391510208705
42,"6_39L",28.7,"purp",0.277980764922771
43,"6_39L",27.45,"purp",0.216941987629574
44,"6_39L",16.2,"purp",-0.332407008009206
45,"6_39L",22.7,"purp",-0.0150053660845778
46,"6_39L",0.15,"purp",-1.11614490845387
47,"6_39L",12.55,"purp",-0.510640237705344
48,"6_39L",NA,"purp",NA
49,"6_39L",33.35,"purp",0.505045016453467
50,"6_39L",7.2,"purp",-0.77188620452023
51,"6_39L",4.6,"purp",-0.898846861290081
52,"6_39L",14.2,"purp",-0.430069051678323
53,"6_39L",10.8,"purp",-0.59609452591582
54,"6_39L",17.1,"purp",-0.288459088358104
55,"6_39L",11,"purp",-0.586328321548909
56,"6_39L",NA,"purp",NA
57,"6_39L",22.9,"purp",-0.00523916171766623
58,"6_39L",NA,"purp",NA
59,"6_39L",NA,"purp",NA
60,"6_39L",20.7,"purp",-0.112667409753694
61,"6_39L",28.4,"purp",0.263331458372404
62,"6_39L",NA,"purp",NA
63,"6_39L",29.25,"purp",0.304837826931778
1,"6_39L",NA,"red",NA
2,"6_39L",NA,"red",NA
3,"6_39L",NA,"red",NA
4,"6_39L",NA,"red",NA
5,"6_39L",NA,"red",NA
6,"6_39L",NA,"red",NA
7,"6_39L",NA,"red",NA
8,"6_39L",NA,"red",NA
9,"6_39L",0.4,"red",-0.530951404198868
10,"6_39L",0.25,"red",-0.703151859614718
11,"6_39L",0.2,"red",-0.760552011420001
12,"6_39L",0.2,"red",-0.760552011420001
13,"6_39L",0.15,"red",-0.817952163225284
14,"6_39L",0.3,"red",-0.645751707809435
15,"6_39L",0.25,"red",-0.703151859614718
16,"6_39L",0,"red",-0.990152618641133
17,"6_39L",0.15,"red",-0.817952163225284
18,"6_39L",0.5,"red",-0.416151100588302
19,"6_39L",0.45,"red",-0.473551252393585
20,"6_39L",NA,"red",NA
21,"6_39L",1.7,"red",0.961452542738491
22,"6_39L",1.15,"red",0.330050872880377
23,"6_39L",0.45,"red",-0.473551252393585
24,"6_39L",0.85,"red",-0.0143500379513208
25,"6_39L",1.35,"red",0.55965148010151
26,"6_39L",2.3,"red",1.65025436440189
27,"6_39L",1.2,"red",0.387451024685661
28,"6_39L",2.5,"red",1.87985497162302
29,"6_39L",3.8,"red",3.37225891856038
30,"6_39L",2.1,"red",1.42065375718076
31,"6_39L",0.5,"red",-0.416151100588302
32,"6_39L",0.55,"red",-0.358750948783019
33,"6_39L",0.35,"red",-0.588351556004152
34,"6_39L",0.1,"red",-0.875352315030567
35,"6_39L",0.05,"red",-0.93275246683585
36,"6_39L",0.4,"red",-0.530951404198868
37,"6_39L",0.1,"red",-0.875352315030567
38,"6_39L",0.25,"red",-0.703151859614718
39,"6_39L",NA,"red",NA
40,"6_39L",2.1,"red",1.42065375718076
41,"6_39L",2.3,"red",1.65025436440189
42,"6_39L",0.2,"red",-0.760552011420001
43,"6_39L",0.5,"red",-0.416151100588302
44,"6_39L",1.2,"red",0.387451024685661
45,"6_39L",0.2,"red",-0.760552011420001
46,"6_39L",0,"red",-0.990152618641133
47,"6_39L",0,"red",-0.990152618641133
48,"6_39L",NA,"red",NA
49,"6_39L",0.85,"red",-0.0143500379513208
50,"6_39L",0.9,"red",0.0430501138539623
51,"6_39L",0.7,"red",-0.18655049336717
52,"6_39L",1.05,"red",0.215250569269812
53,"6_39L",0.5,"red",-0.416151100588302
54,"6_39L",3.2,"red",2.68345709689698
55,"6_39L",1.2,"red",0.387451024685661
56,"6_39L",NA,"red",NA
57,"6_39L",1.3,"red",0.502251328296227
58,"6_39L",NA,"red",NA
59,"6_39L",NA,"red",NA
60,"6_39L",0.9,"red",0.0430501138539623
61,"6_39L",0.6,"red",-0.301350796977736
62,"6_39L",NA,"red",NA
63,"6_39L",1.15,"red",0.330050872880377
1,"6_39L",NA,"wavy",NA
2,"6_39L",NA,"wavy",NA
3,"6_39L",NA,"wavy",NA
4,"6_39L",NA,"wavy",NA
5,"6_39L",NA,"wavy",NA
6,"6_39L",NA,"wavy",NA
7,"6_39L",NA,"wavy",NA
8,"6_39L",NA,"wavy",NA
9,"6_39L",0.05,"wavy",-0.413529512686677
10,"6_39L",0.05,"wavy",-0.413529512686677
11,"6_39L",0.4,"wavy",1.09675218582119
12,"6_39L",0.2,"wavy",0.233734072388122
13,"6_39L",0.05,"wavy",-0.413529512686677
14,"6_39L",0.2,"wavy",0.233734072388122
15,"6_39L",0.15,"wavy",0.0179795440298555
16,"6_39L",0.15,"wavy",0.0179795440298555
17,"6_39L",0.2,"wavy",0.233734072388122
18,"6_39L",0.45,"wavy",1.31250671417945
19,"6_39L",0.45,"wavy",1.31250671417945
20,"6_39L",NA,"wavy",NA
21,"6_39L",0.35,"wavy",0.880997657462921
22,"6_39L",0.1,"wavy",-0.197774984328411
23,"6_39L",0.1,"wavy",-0.197774984328411
24,"6_39L",1.3,"wavy",4.98033369626999
25,"6_39L",0,"wavy",-0.629284041044944
26,"6_39L",0.65,"wavy",2.17552482761252
27,"6_39L",0,"wavy",-0.629284041044944
28,"6_39L",0.05,"wavy",-0.413529512686677
29,"6_39L",0.05,"wavy",-0.413529512686677
30,"6_39L",0,"wavy",-0.629284041044944
31,"6_39L",0,"wavy",-0.629284041044944
32,"6_39L",0.05,"wavy",-0.413529512686677
33,"6_39L",0.1,"wavy",-0.197774984328411
34,"6_39L",0,"wavy",-0.629284041044944
35,"6_39L",0,"wavy",-0.629284041044944
36,"6_39L",0,"wavy",-0.629284041044944
37,"6_39L",0.1,"wavy",-0.197774984328411
38,"6_39L",0.3,"wavy",0.665243129104655
39,"6_39L",NA,"wavy",NA
40,"6_39L",0.45,"wavy",1.31250671417945
41,"6_39L",0.35,"wavy",0.880997657462921
42,"6_39L",0.05,"wavy",-0.413529512686677
43,"6_39L",0.05,"wavy",-0.413529512686677
44,"6_39L",0,"wavy",-0.629284041044944
45,"6_39L",0,"wavy",-0.629284041044944
46,"6_39L",0,"wavy",-0.629284041044944
47,"6_39L",0,"wavy",-0.629284041044944
48,"6_39L",NA,"wavy",NA
49,"6_39L",0.25,"wavy",0.449488600746389
50,"6_39L",0,"wavy",-0.629284041044944
51,"6_39L",0,"wavy",-0.629284041044944
52,"6_39L",0.1,"wavy",-0.197774984328411
53,"6_39L",0.1,"wavy",-0.197774984328411
54,"6_39L",0,"wavy",-0.629284041044944
55,"6_39L",0.15,"wavy",0.0179795440298555
56,"6_39L",NA,"wavy",NA
57,"6_39L",0,"wavy",-0.629284041044944
58,"6_39L",NA,"wavy",NA
59,"6_39L",NA,"wavy",NA
60,"6_39L",0,"wavy",-0.629284041044944
61,"6_39L",0,"wavy",-0.629284041044944
62,"6_39L",NA,"wavy",NA
63,"6_39L",0,"wavy",-0.629284041044944
1,"6_39L",NA,"ymac",NA
2,"6_39L",NA,"ymac",NA
3,"6_39L",NA,"ymac",NA
4,"6_39L",NA,"ymac",NA
5,"6_39L",NA,"ymac",NA
6,"6_39L",NA,"ymac",NA
7,"6_39L",NA,"ymac",NA
8,"6_39L",NA,"ymac",NA
9,"6_39L",0,"ymac",-0.681668899594392
10,"6_39L",0,"ymac",-0.681668899594392
11,"6_39L",0.15,"ymac",-0.304129201357498
12,"6_39L",0.25,"ymac",-0.0524360691995686
13,"6_39L",0.05,"ymac",-0.555822333515427
14,"6_39L",0.2,"ymac",-0.178282635278533
15,"6_39L",0,"ymac",-0.681668899594392
16,"6_39L",0,"ymac",-0.681668899594392
17,"6_39L",0.05,"ymac",-0.555822333515427
18,"6_39L",0.3,"ymac",0.0734104968793961
19,"6_39L",0.6,"ymac",0.828489893353184
20,"6_39L",NA,"ymac",NA
21,"6_39L",0,"ymac",-0.681668899594392
22,"6_39L",0,"ymac",-0.681668899594392
23,"6_39L",0.2,"ymac",-0.178282635278533
24,"6_39L",0,"ymac",-0.681668899594392
25,"6_39L",0.25,"ymac",-0.0524360691995686
26,"6_39L",0,"ymac",-0.681668899594392
27,"6_39L",0.05,"ymac",-0.555822333515427
28,"6_39L",0,"ymac",-0.681668899594392
29,"6_39L",0.15,"ymac",-0.304129201357498
30,"6_39L",0,"ymac",-0.681668899594392
31,"6_39L",0,"ymac",-0.681668899594392
32,"6_39L",0,"ymac",-0.681668899594392
33,"6_39L",0,"ymac",-0.681668899594392
34,"6_39L",0,"ymac",-0.681668899594392
35,"6_39L",0.8,"ymac",1.33187615766904
36,"6_39L",0.2,"ymac",-0.178282635278533
37,"6_39L",0.95,"ymac",1.70941585590594
38,"6_39L",0.3,"ymac",0.0734104968793961
39,"6_39L",NA,"ymac",NA
40,"6_39L",0,"ymac",-0.681668899594392
41,"6_39L",0,"ymac",-0.681668899594392
42,"6_39L",0,"ymac",-0.681668899594392
43,"6_39L",0,"ymac",-0.681668899594392
44,"6_39L",0.1,"ymac",-0.429975767436463
45,"6_39L",1.3,"ymac",2.59034181845869
46,"6_39L",0.1,"ymac",-0.429975767436463
47,"6_39L",0.05,"ymac",-0.555822333515427
48,"6_39L",NA,"ymac",NA
49,"6_39L",0.85,"ymac",1.45772272374801
50,"6_39L",1.15,"ymac",2.2128021202218
51,"6_39L",0.5,"ymac",0.576796761195255
52,"6_39L",0.4,"ymac",0.325103629037326
53,"6_39L",0,"ymac",-0.681668899594392
54,"6_39L",0.3,"ymac",0.0734104968793961
55,"6_39L",0.3,"ymac",0.0734104968793961
56,"6_39L",NA,"ymac",NA
57,"6_39L",1.55,"ymac",3.21957464885351
58,"6_39L",NA,"ymac",NA
59,"6_39L",NA,"ymac",NA
60,"6_39L",1,"ymac",1.8352624219849
61,"6_39L",0.9,"ymac",1.58356928982697
62,"6_39L",NA,"ymac",NA
63,"6_39L",0,"ymac",-0.681668899594392
1,"6_39R",2.5,"cys",-0.46807316413398
2,"6_39R",1.75,"cys",-1.2149984260499
3,"6_39R",2.75,"cys",-0.219098076828671
4,"6_39R",3.45,"cys",0.478032167626192
5,"6_39R",4.4,"cys",1.42413749938636
6,"6_39R",NA,"cys",NA
7,"6_39R",NA,"cys",NA
8,"6_39R",NA,"cys",NA
9,"6_39R",NA,"cys",NA
10,"6_39R",NA,"cys",NA
11,"6_39R",NA,"cys",NA
12,"6_39R",NA,"cys",NA
13,"6_39R",NA,"cys",NA
14,"6_39R",NA,"cys",NA
15,"6_39R",NA,"cys",NA
16,"6_39R",NA,"cys",NA
17,"6_39R",NA,"cys",NA
18,"6_39R",NA,"cys",NA
19,"6_39R",NA,"cys",NA
20,"6_39R",NA,"cys",NA
21,"6_39R",NA,"cys",NA
22,"6_39R",NA,"cys",NA
23,"6_39R",NA,"cys",NA
24,"6_39R",NA,"cys",NA
25,"6_39R",NA,"cys",NA
26,"6_39R",NA,"cys",NA
27,"6_39R",NA,"cys",NA
28,"6_39R",NA,"cys",NA
29,"6_39R",NA,"cys",NA
30,"6_39R",NA,"cys",NA
31,"6_39R",NA,"cys",NA
32,"6_39R",NA,"cys",NA
33,"6_39R",NA,"cys",NA
34,"6_39R",NA,"cys",NA
35,"6_39R",NA,"cys",NA
36,"6_39R",NA,"cys",NA
37,"6_39R",NA,"cys",NA
38,"6_39R",NA,"cys",NA
39,"6_39R",NA,"cys",NA
40,"6_39R",NA,"cys",NA
41,"6_39R",NA,"cys",NA
42,"6_39R",NA,"cys",NA
43,"6_39R",NA,"cys",NA
44,"6_39R",NA,"cys",NA
45,"6_39R",NA,"cys",NA
46,"6_39R",NA,"cys",NA
47,"6_39R",NA,"cys",NA
48,"6_39R",NA,"cys",NA
49,"6_39R",NA,"cys",NA
50,"6_39R",NA,"cys",NA
51,"6_39R",NA,"cys",NA
52,"6_39R",NA,"cys",NA
53,"6_39R",NA,"cys",NA
54,"6_39R",NA,"cys",NA
55,"6_39R",NA,"cys",NA
56,"6_39R",NA,"cys",NA
57,"6_39R",NA,"cys",NA
58,"6_39R",NA,"cys",NA
59,"6_39R",NA,"cys",NA
60,"6_39R",NA,"cys",NA
61,"6_39R",NA,"cys",NA
62,"6_39R",NA,"cys",NA
63,"6_39R",NA,"cys",NA
1,"6_39R",0,"eis",-0.447213595499958
2,"6_39R",0,"eis",-0.447213595499958
3,"6_39R",0,"eis",-0.447213595499958
4,"6_39R",0,"eis",-0.447213595499958
5,"6_39R",0.1,"eis",1.78885438199983
6,"6_39R",NA,"eis",NA
7,"6_39R",NA,"eis",NA
8,"6_39R",NA,"eis",NA
9,"6_39R",NA,"eis",NA
10,"6_39R",NA,"eis",NA
11,"6_39R",NA,"eis",NA
12,"6_39R",NA,"eis",NA
13,"6_39R",NA,"eis",NA
14,"6_39R",NA,"eis",NA
15,"6_39R",NA,"eis",NA
16,"6_39R",NA,"eis",NA
17,"6_39R",NA,"eis",NA
18,"6_39R",NA,"eis",NA
19,"6_39R",NA,"eis",NA
20,"6_39R",NA,"eis",NA
21,"6_39R",NA,"eis",NA
22,"6_39R",NA,"eis",NA
23,"6_39R",NA,"eis",NA
24,"6_39R",NA,"eis",NA
25,"6_39R",NA,"eis",NA
26,"6_39R",NA,"eis",NA
27,"6_39R",NA,"eis",NA
28,"6_39R",NA,"eis",NA
29,"6_39R",NA,"eis",NA
30,"6_39R",NA,"eis",NA
31,"6_39R",NA,"eis",NA
32,"6_39R",NA,"eis",NA
33,"6_39R",NA,"eis",NA
34,"6_39R",NA,"eis",NA
35,"6_39R",NA,"eis",NA
36,"6_39R",NA,"eis",NA
37,"6_39R",NA,"eis",NA
38,"6_39R",NA,"eis",NA
39,"6_39R",NA,"eis",NA
40,"6_39R",NA,"eis",NA
41,"6_39R",NA,"eis",NA
42,"6_39R",NA,"eis",NA
43,"6_39R",NA,"eis",NA
44,"6_39R",NA,"eis",NA
45,"6_39R",NA,"eis",NA
46,"6_39R",NA,"eis",NA
47,"6_39R",NA,"eis",NA
48,"6_39R",NA,"eis",NA
49,"6_39R",NA,"eis",NA
50,"6_39R",NA,"eis",NA
51,"6_39R",NA,"eis",NA
52,"6_39R",NA,"eis",NA
53,"6_39R",NA,"eis",NA
54,"6_39R",NA,"eis",NA
55,"6_39R",NA,"eis",NA
56,"6_39R",NA,"eis",NA
57,"6_39R",NA,"eis",NA
58,"6_39R",NA,"eis",NA
59,"6_39R",NA,"eis",NA
60,"6_39R",NA,"eis",NA
61,"6_39R",NA,"eis",NA
62,"6_39R",NA,"eis",NA
63,"6_39R",NA,"eis",NA
1,"6_39R",0,"lam",-1.23378990993419
2,"6_39R",1.3,"lam",-0.0798856776216383
3,"6_39R",1.25,"lam",-0.12426660963366
4,"6_39R",1.25,"lam",-0.12426660963366
5,"6_39R",3.15,"lam",1.56220880682315
6,"6_39R",NA,"lam",NA
7,"6_39R",NA,"lam",NA
8,"6_39R",NA,"lam",NA
9,"6_39R",NA,"lam",NA
10,"6_39R",NA,"lam",NA
11,"6_39R",NA,"lam",NA
12,"6_39R",NA,"lam",NA
13,"6_39R",NA,"lam",NA
14,"6_39R",NA,"lam",NA
15,"6_39R",NA,"lam",NA
16,"6_39R",NA,"lam",NA
17,"6_39R",NA,"lam",NA
18,"6_39R",NA,"lam",NA
19,"6_39R",NA,"lam",NA
20,"6_39R",NA,"lam",NA
21,"6_39R",NA,"lam",NA
22,"6_39R",NA,"lam",NA
23,"6_39R",NA,"lam",NA
24,"6_39R",NA,"lam",NA
25,"6_39R",NA,"lam",NA
26,"6_39R",NA,"lam",NA
27,"6_39R",NA,"lam",NA
28,"6_39R",NA,"lam",NA
29,"6_39R",NA,"lam",NA
30,"6_39R",NA,"lam",NA
31,"6_39R",NA,"lam",NA
32,"6_39R",NA,"lam",NA
33,"6_39R",NA,"lam",NA
34,"6_39R",NA,"lam",NA
35,"6_39R",NA,"lam",NA
36,"6_39R",NA,"lam",NA
37,"6_39R",NA,"lam",NA
38,"6_39R",NA,"lam",NA
39,"6_39R",NA,"lam",NA
40,"6_39R",NA,"lam",NA
41,"6_39R",NA,"lam",NA
42,"6_39R",NA,"lam",NA
43,"6_39R",NA,"lam",NA
44,"6_39R",NA,"lam",NA
45,"6_39R",NA,"lam",NA
46,"6_39R",NA,"lam",NA
47,"6_39R",NA,"lam",NA
48,"6_39R",NA,"lam",NA
49,"6_39R",NA,"lam",NA
50,"6_39R",NA,"lam",NA
51,"6_39R",NA,"lam",NA
52,"6_39R",NA,"lam",NA
53,"6_39R",NA,"lam",NA
54,"6_39R",NA,"lam",NA
55,"6_39R",NA,"lam",NA
56,"6_39R",NA,"lam",NA
57,"6_39R",NA,"lam",NA
58,"6_39R",NA,"lam",NA
59,"6_39R",NA,"lam",NA
60,"6_39R",NA,"lam",NA
61,"6_39R",NA,"lam",NA
62,"6_39R",NA,"lam",NA
63,"6_39R",NA,"lam",NA
1,"6_39R",0.4,"mac",-0.816496580927726
2,"6_39R",0.55,"mac",1.63299316185545
3,"6_39R",0.45,"mac",0
4,"6_39R",0.4,"mac",-0.816496580927726
5,"6_39R",0.45,"mac",0
6,"6_39R",NA,"mac",NA
7,"6_39R",NA,"mac",NA
8,"6_39R",NA,"mac",NA
9,"6_39R",NA,"mac",NA
10,"6_39R",NA,"mac",NA
11,"6_39R",NA,"mac",NA
12,"6_39R",NA,"mac",NA
13,"6_39R",NA,"mac",NA
14,"6_39R",NA,"mac",NA
15,"6_39R",NA,"mac",NA
16,"6_39R",NA,"mac",NA
17,"6_39R",NA,"mac",NA
18,"6_39R",NA,"mac",NA
19,"6_39R",NA,"mac",NA
20,"6_39R",NA,"mac",NA
21,"6_39R",NA,"mac",NA
22,"6_39R",NA,"mac",NA
23,"6_39R",NA,"mac",NA
24,"6_39R",NA,"mac",NA
25,"6_39R",NA,"mac",NA
26,"6_39R",NA,"mac",NA
27,"6_39R",NA,"mac",NA
28,"6_39R",NA,"mac",NA
29,"6_39R",NA,"mac",NA
30,"6_39R",NA,"mac",NA
31,"6_39R",NA,"mac",NA
32,"6_39R",NA,"mac",NA
33,"6_39R",NA,"mac",NA
34,"6_39R",NA,"mac",NA
35,"6_39R",NA,"mac",NA
36,"6_39R",NA,"mac",NA
37,"6_39R",NA,"mac",NA
38,"6_39R",NA,"mac",NA
39,"6_39R",NA,"mac",NA
40,"6_39R",NA,"mac",NA
41,"6_39R",NA,"mac",NA
42,"6_39R",NA,"mac",NA
43,"6_39R",NA,"mac",NA
44,"6_39R",NA,"mac",NA
45,"6_39R",NA,"mac",NA
46,"6_39R",NA,"mac",NA
47,"6_39R",NA,"mac",NA
48,"6_39R",NA,"mac",NA
49,"6_39R",NA,"mac",NA
50,"6_39R",NA,"mac",NA
51,"6_39R",NA,"mac",NA
52,"6_39R",NA,"mac",NA
53,"6_39R",NA,"mac",NA
54,"6_39R",NA,"mac",NA
55,"6_39R",NA,"mac",NA
56,"6_39R",NA,"mac",NA
57,"6_39R",NA,"mac",NA
58,"6_39R",NA,"mac",NA
59,"6_39R",NA,"mac",NA
60,"6_39R",NA,"mac",NA
61,"6_39R",NA,"mac",NA
62,"6_39R",NA,"mac",NA
63,"6_39R",NA,"mac",NA
1,"6_39R",0,"paras",-0.447213595499958
2,"6_39R",0,"paras",-0.447213595499958
3,"6_39R",0,"paras",-0.447213595499958
4,"6_39R",0.05,"paras",1.78885438199983
5,"6_39R",0,"paras",-0.447213595499958
6,"6_39R",NA,"paras",NA
7,"6_39R",NA,"paras",NA
8,"6_39R",NA,"paras",NA
9,"6_39R",NA,"paras",NA
10,"6_39R",NA,"paras",NA
11,"6_39R",NA,"paras",NA
12,"6_39R",NA,"paras",NA
13,"6_39R",NA,"paras",NA
14,"6_39R",NA,"paras",NA
15,"6_39R",NA,"paras",NA
16,"6_39R",NA,"paras",NA
17,"6_39R",NA,"paras",NA
18,"6_39R",NA,"paras",NA
19,"6_39R",NA,"paras",NA
20,"6_39R",NA,"paras",NA
21,"6_39R",NA,"paras",NA
22,"6_39R",NA,"paras",NA
23,"6_39R",NA,"paras",NA
24,"6_39R",NA,"paras",NA
25,"6_39R",NA,"paras",NA
26,"6_39R",NA,"paras",NA
27,"6_39R",NA,"paras",NA
28,"6_39R",NA,"paras",NA
29,"6_39R",NA,"paras",NA
30,"6_39R",NA,"paras",NA
31,"6_39R",NA,"paras",NA
32,"6_39R",NA,"paras",NA
33,"6_39R",NA,"paras",NA
34,"6_39R",NA,"paras",NA
35,"6_39R",NA,"paras",NA
36,"6_39R",NA,"paras",NA
37,"6_39R",NA,"paras",NA
38,"6_39R",NA,"paras",NA
39,"6_39R",NA,"paras",NA
40,"6_39R",NA,"paras",NA
41,"6_39R",NA,"paras",NA
42,"6_39R",NA,"paras",NA
43,"6_39R",NA,"paras",NA
44,"6_39R",NA,"paras",NA
45,"6_39R",NA,"paras",NA
46,"6_39R",NA,"paras",NA
47,"6_39R",NA,"paras",NA
48,"6_39R",NA,"paras",NA
49,"6_39R",NA,"paras",NA
50,"6_39R",NA,"paras",NA
51,"6_39R",NA,"paras",NA
52,"6_39R",NA,"paras",NA
53,"6_39R",NA,"paras",NA
54,"6_39R",NA,"paras",NA
55,"6_39R",NA,"paras",NA
56,"6_39R",NA,"paras",NA
57,"6_39R",NA,"paras",NA
58,"6_39R",NA,"paras",NA
59,"6_39R",NA,"paras",NA
60,"6_39R",NA,"paras",NA
61,"6_39R",NA,"paras",NA
62,"6_39R",NA,"paras",NA
63,"6_39R",NA,"paras",NA
1,"6_39R",2.65,"pat",1.36579829997514
2,"6_39R",1.7,"pat",0.196871827023444
3,"6_39R",1.75,"pat",0.25839427296827
4,"6_39R",1.15,"pat",-0.479875078369645
5,"6_39R",0.45,"pat",-1.34118932159721
6,"6_39R",NA,"pat",NA
7,"6_39R",NA,"pat",NA
8,"6_39R",NA,"pat",NA
9,"6_39R",NA,"pat",NA
10,"6_39R",NA,"pat",NA
11,"6_39R",NA,"pat",NA
12,"6_39R",NA,"pat",NA
13,"6_39R",NA,"pat",NA
14,"6_39R",NA,"pat",NA
15,"6_39R",NA,"pat",NA
16,"6_39R",NA,"pat",NA
17,"6_39R",NA,"pat",NA
18,"6_39R",NA,"pat",NA
19,"6_39R",NA,"pat",NA
