"period","site","dens","spp","norm"
41,"2_39L",0,"mac",-0.594146703189785
42,"2_39L",0.4,"mac",-0.246193385299635
43,"2_39L",1.9,"mac",1.05863155678843
44,"2_39L",1.15,"mac",0.406219085744397
45,"2_39L",0.7,"mac",0.0147716031179781
46,"2_39L",6.65,"mac",5.19057720673396
47,"2_39L",4.5,"mac",3.32032812307441
48,"2_39L",NA,"mac",NA
49,"2_39L",NA,"mac",NA
50,"2_39L",1,"mac",0.275736591535591
51,"2_39L",0.55,"mac",-0.115710891090828
52,"2_39L",0.35,"mac",-0.289687550035903
53,"2_39L",2.6,"mac",1.66754986309619
54,"2_39L",0.5,"mac",-0.159205055827097
55,"2_39L",0.2,"mac",-0.42017004424471
56,"2_39L",NA,"mac",NA
57,"2_39L",1.5,"mac",0.710678238898279
58,"2_39L",NA,"mac",NA
59,"2_39L",NA,"mac",NA
60,"2_39L",1.45,"mac",0.66718407416201
61,"2_39L",1.05,"mac",0.31923075627186
62,"2_39L",NA,"mac",NA
63,"2_39L",1.3,"mac",0.536701579953204
1,"2_39L",0.05,"paras",0.285150017403919
2,"2_39L",0.05,"paras",0.285150017403919
3,"2_39L",0.05,"paras",0.285150017403919
4,"2_39L",0.05,"paras",0.285150017403919
5,"2_39L",0,"paras",-0.510268452196486
6,"2_39L",0,"paras",-0.510268452196486
7,"2_39L",0,"paras",-0.510268452196486
8,"2_39L",NA,"paras",NA
9,"2_39L",0.05,"paras",0.285150017403919
10,"2_39L",0,"paras",-0.510268452196486
11,"2_39L",0,"paras",-0.510268452196486
12,"2_39L",0.15,"paras",1.87598695660473
13,"2_39L",0,"paras",-0.510268452196486
14,"2_39L",0.3,"paras",4.26224236540594
15,"2_39L",0,"paras",-0.510268452196486
16,"2_39L",0.05,"paras",0.285150017403919
17,"2_39L",0.1,"paras",1.08056848700432
18,"2_39L",0,"paras",-0.510268452196486
19,"2_39L",0.05,"paras",0.285150017403919
20,"2_39L",NA,"paras",NA
21,"2_39L",0.05,"paras",0.285150017403919
22,"2_39L",0,"paras",-0.510268452196486
23,"2_39L",0,"paras",-0.510268452196486
24,"2_39L",0.15,"paras",1.87598695660473
25,"2_39L",0,"paras",-0.510268452196486
26,"2_39L",NA,"paras",NA
27,"2_39L",0,"paras",-0.510268452196486
28,"2_39L",0.2,"paras",2.67140542620513
29,"2_39L",0,"paras",-0.510268452196486
30,"2_39L",0,"paras",-0.510268452196486
31,"2_39L",0,"paras",-0.510268452196486
32,"2_39L",0,"paras",-0.510268452196486
33,"2_39L",0,"paras",-0.510268452196486
34,"2_39L",0,"paras",-0.510268452196486
35,"2_39L",0.05,"paras",0.285150017403919
36,"2_39L",0,"paras",-0.510268452196486
37,"2_39L",0,"paras",-0.510268452196486
38,"2_39L",0.2,"paras",2.67140542620513
39,"2_39L",0,"paras",-0.510268452196486
40,"2_39L",NA,"paras",NA
41,"2_39L",0.05,"paras",0.285150017403919
42,"2_39L",0.1,"paras",1.08056848700432
43,"2_39L",0,"paras",-0.510268452196486
44,"2_39L",0,"paras",-0.510268452196486
45,"2_39L",0,"paras",-0.510268452196486
46,"2_39L",0,"paras",-0.510268452196486
47,"2_39L",0,"paras",-0.510268452196486
48,"2_39L",NA,"paras",NA
49,"2_39L",NA,"paras",NA
50,"2_39L",0,"paras",-0.510268452196486
51,"2_39L",0,"paras",-0.510268452196486
52,"2_39L",0,"paras",-0.510268452196486
53,"2_39L",0,"paras",-0.510268452196486
54,"2_39L",0,"paras",-0.510268452196486
55,"2_39L",0,"paras",-0.510268452196486
56,"2_39L",NA,"paras",NA
57,"2_39L",0,"paras",-0.510268452196486
58,"2_39L",NA,"paras",NA
59,"2_39L",NA,"paras",NA
60,"2_39L",0,"paras",-0.510268452196486
61,"2_39L",0,"paras",-0.510268452196486
62,"2_39L",NA,"paras",NA
63,"2_39L",0,"paras",-0.510268452196486
1,"2_39L",2,"pat",4.28052230329348
2,"2_39L",1.7,"pat",3.55065308482306
3,"2_39L",1.5,"pat",3.06407360584278
4,"2_39L",0.4,"pat",0.387886471451259
5,"2_39L",0.55,"pat",0.752821080686467
6,"2_39L",0.1,"pat",-0.341982747019157
7,"2_39L",0.05,"pat",-0.463627616764226
8,"2_39L",NA,"pat",NA
9,"2_39L",0,"pat",-0.585272486509296
10,"2_39L",0,"pat",-0.585272486509296
11,"2_39L",0,"pat",-0.585272486509296
12,"2_39L",0.05,"pat",-0.463627616764226
13,"2_39L",0,"pat",-0.585272486509296
14,"2_39L",0.05,"pat",-0.463627616764226
15,"2_39L",0.1,"pat",-0.341982747019157
16,"2_39L",0,"pat",-0.585272486509296
17,"2_39L",0,"pat",-0.585272486509296
18,"2_39L",0,"pat",-0.585272486509296
19,"2_39L",0.2,"pat",-0.0986930075290185
20,"2_39L",NA,"pat",NA
21,"2_39L",0.2,"pat",-0.0986930075290185
22,"2_39L",0.05,"pat",-0.463627616764226
23,"2_39L",0.05,"pat",-0.463627616764226
24,"2_39L",0.25,"pat",0.0229518622160508
25,"2_39L",0.2,"pat",-0.0986930075290185
26,"2_39L",NA,"pat",NA
27,"2_39L",0.1,"pat",-0.341982747019157
28,"2_39L",0.05,"pat",-0.463627616764226
29,"2_39L",0.05,"pat",-0.463627616764226
30,"2_39L",0.1,"pat",-0.341982747019157
31,"2_39L",0.05,"pat",-0.463627616764226
32,"2_39L",0.15,"pat",-0.220337877274088
33,"2_39L",0,"pat",-0.585272486509296
34,"2_39L",0,"pat",-0.585272486509296
35,"2_39L",0,"pat",-0.585272486509296
36,"2_39L",0,"pat",-0.585272486509296
37,"2_39L",0,"pat",-0.585272486509296
38,"2_39L",0,"pat",-0.585272486509296
39,"2_39L",0.05,"pat",-0.463627616764226
40,"2_39L",NA,"pat",NA
41,"2_39L",0.05,"pat",-0.463627616764226
42,"2_39L",0.05,"pat",-0.463627616764226
43,"2_39L",0,"pat",-0.585272486509296
44,"2_39L",0.1,"pat",-0.341982747019157
45,"2_39L",0.2,"pat",-0.0986930075290185
46,"2_39L",0,"pat",-0.585272486509296
47,"2_39L",0.3,"pat",0.14459673196112
48,"2_39L",NA,"pat",NA
49,"2_39L",NA,"pat",NA
50,"2_39L",0.6,"pat",0.874465950431536
51,"2_39L",0.7,"pat",1.11775568992167
52,"2_39L",0.35,"pat",0.266241601706189
53,"2_39L",0.35,"pat",0.266241601706189
54,"2_39L",0.25,"pat",0.0229518622160508
55,"2_39L",0.4,"pat",0.387886471451259
56,"2_39L",NA,"pat",NA
57,"2_39L",0.3,"pat",0.14459673196112
58,"2_39L",NA,"pat",NA
59,"2_39L",NA,"pat",NA
60,"2_39L",0.3,"pat",0.14459673196112
61,"2_39L",0.5,"pat",0.631176210941397
62,"2_39L",NA,"pat",NA
63,"2_39L",0.3,"pat",0.14459673196112
1,"2_39L",0.1,"pis",-0.362527328712175
2,"2_39L",0.35,"pis",1.63892563188629
3,"2_39L",0,"pis",-1.16310851295156
4,"2_39L",0.25,"pis",0.838344447646905
5,"2_39L",0.35,"pis",1.63892563188629
6,"2_39L",0.1,"pis",-0.362527328712175
7,"2_39L",0.25,"pis",0.838344447646905
8,"2_39L",NA,"pis",NA
9,"2_39L",0,"pis",-1.16310851295156
10,"2_39L",0.05,"pis",-0.762817920831869
11,"2_39L",0.05,"pis",-0.762817920831869
12,"2_39L",0,"pis",-1.16310851295156
13,"2_39L",0.1,"pis",-0.362527328712175
14,"2_39L",0.1,"pis",-0.362527328712175
15,"2_39L",0.1,"pis",-0.362527328712175
16,"2_39L",0.05,"pis",-0.762817920831869
17,"2_39L",0.4,"pis",2.03921622400599
18,"2_39L",0.1,"pis",-0.362527328712175
19,"2_39L",0.15,"pis",0.0377632634075183
20,"2_39L",NA,"pis",NA
21,"2_39L",0.15,"pis",0.0377632634075183
22,"2_39L",0.1,"pis",-0.362527328712175
23,"2_39L",0.15,"pis",0.0377632634075183
24,"2_39L",0.1,"pis",-0.362527328712175
25,"2_39L",0.15,"pis",0.0377632634075183
26,"2_39L",NA,"pis",NA
27,"2_39L",0.2,"pis",0.438053855527212
28,"2_39L",0.2,"pis",0.438053855527212
29,"2_39L",0,"pis",-1.16310851295156
30,"2_39L",0.25,"pis",0.838344447646905
31,"2_39L",0.25,"pis",0.838344447646905
32,"2_39L",0,"pis",-1.16310851295156
33,"2_39L",0,"pis",-1.16310851295156
34,"2_39L",0.05,"pis",-0.762817920831869
35,"2_39L",0,"pis",-1.16310851295156
36,"2_39L",0,"pis",-1.16310851295156
37,"2_39L",0,"pis",-1.16310851295156
38,"2_39L",0.35,"pis",1.63892563188629
39,"2_39L",0.15,"pis",0.0377632634075183
40,"2_39L",NA,"pis",NA
41,"2_39L",0.4,"pis",2.03921622400599
42,"2_39L",0.05,"pis",-0.762817920831869
43,"2_39L",0.25,"pis",0.838344447646905
44,"2_39L",0.2,"pis",0.438053855527212
45,"2_39L",0.5,"pis",2.83979740824537
46,"2_39L",0.1,"pis",-0.362527328712175
47,"2_39L",0.25,"pis",0.838344447646905
48,"2_39L",NA,"pis",NA
49,"2_39L",NA,"pis",NA
50,"2_39L",0.1,"pis",-0.362527328712175
51,"2_39L",0.2,"pis",0.438053855527212
52,"2_39L",0.1,"pis",-0.362527328712175
53,"2_39L",0.1,"pis",-0.362527328712175
54,"2_39L",0.05,"pis",-0.762817920831869
55,"2_39L",0.05,"pis",-0.762817920831869
56,"2_39L",NA,"pis",NA
57,"2_39L",0.15,"pis",0.0377632634075183
58,"2_39L",NA,"pis",NA
59,"2_39L",NA,"pis",NA
60,"2_39L",0,"pis",-1.16310851295156
61,"2_39L",0.35,"pis",1.63892563188629
62,"2_39L",NA,"pis",NA
63,"2_39L",0.25,"pis",0.838344447646905
1,"2_39L",0,"pter",-0.448114070006896
2,"2_39L",0,"pter",-0.448114070006896
3,"2_39L",0,"pter",-0.448114070006896
4,"2_39L",0.3,"pter",-0.0511773728977235
5,"2_39L",0,"pter",-0.448114070006896
6,"2_39L",0,"pter",-0.448114070006896
7,"2_39L",0.1,"pter",-0.315801837637172
8,"2_39L",NA,"pter",NA
9,"2_39L",0.15,"pter",-0.24964572145231
10,"2_39L",0,"pter",-0.448114070006896
11,"2_39L",0.05,"pter",-0.381957953822034
12,"2_39L",0,"pter",-0.448114070006896
13,"2_39L",0.3,"pter",-0.0511773728977235
14,"2_39L",0.05,"pter",-0.381957953822034
15,"2_39L",0,"pter",-0.448114070006896
16,"2_39L",0,"pter",-0.448114070006896
17,"2_39L",0,"pter",-0.448114070006896
18,"2_39L",0,"pter",-0.448114070006896
19,"2_39L",0,"pter",-0.448114070006896
20,"2_39L",NA,"pter",NA
21,"2_39L",0,"pter",-0.448114070006896
22,"2_39L",0,"pter",-0.448114070006896
23,"2_39L",0,"pter",-0.448114070006896
24,"2_39L",0,"pter",-0.448114070006896
25,"2_39L",0,"pter",-0.448114070006896
26,"2_39L",NA,"pter",NA
27,"2_39L",0.15,"pter",-0.24964572145231
28,"2_39L",0.15,"pter",-0.24964572145231
29,"2_39L",0,"pter",-0.448114070006896
30,"2_39L",0.05,"pter",-0.381957953822034
31,"2_39L",0.25,"pter",-0.117333489082586
32,"2_39L",0.25,"pter",-0.117333489082586
33,"2_39L",0,"pter",-0.448114070006896
34,"2_39L",0.25,"pter",-0.117333489082586
35,"2_39L",0.2,"pter",-0.183489605267448
36,"2_39L",0.05,"pter",-0.381957953822034
37,"2_39L",0.25,"pter",-0.117333489082586
38,"2_39L",0.35,"pter",0.0149787432871386
39,"2_39L",0.1,"pter",-0.315801837637172
40,"2_39L",NA,"pter",NA
41,"2_39L",0,"pter",-0.448114070006896
42,"2_39L",0,"pter",-0.448114070006896
43,"2_39L",3.55,"pter",4.24897017911831
44,"2_39L",0.25,"pter",-0.117333489082586
45,"2_39L",0,"pter",-0.448114070006896
46,"2_39L",0.1,"pter",-0.315801837637172
47,"2_39L",0.3,"pter",-0.0511773728977235
48,"2_39L",NA,"pter",NA
49,"2_39L",NA,"pter",NA
50,"2_39L",0,"pter",-0.448114070006896
51,"2_39L",0,"pter",-0.448114070006896
52,"2_39L",0,"pter",-0.448114070006896
53,"2_39L",0,"pter",-0.448114070006896
54,"2_39L",0.25,"pter",-0.117333489082586
55,"2_39L",2.2,"pter",2.46275504212704
56,"2_39L",NA,"pter",NA
57,"2_39L",1.75,"pter",1.86734999646328
58,"2_39L",NA,"pter",NA
59,"2_39L",NA,"pter",NA
60,"2_39L",2,"pter",2.19813057738759
61,"2_39L",2.2,"pter",2.46275504212704
62,"2_39L",NA,"pter",NA
63,"2_39L",2.35,"pter",2.66122339068162
1,"2_39L",8.75,"purp",-0.422923592111222
2,"2_39L",10.15,"purp",-0.344294349979794
3,"2_39L",4.5,"purp",-0.661619505724483
4,"2_39L",5.9,"purp",-0.582990263593056
5,"2_39L",6.45,"purp",-0.552100204184281
6,"2_39L",5.55,"purp",-0.602647574125913
7,"2_39L",9.5,"purp",-0.380800783826529
8,"2_39L",NA,"purp",NA
9,"2_39L",10.6,"purp",-0.319020665008978
10,"2_39L",9.9,"purp",-0.358335286074692
11,"2_39L",18.35,"purp",0.116248353932852
12,"2_39L",17.35,"purp",0.0600846095532607
13,"2_39L",20.9,"purp",0.259465902100808
14,"2_39L",38.3,"purp",1.23671505430569
15,"2_39L",38.15,"purp",1.22829049264875
16,"2_39L",35,"purp",1.05137469785304
17,"2_39L",35.95,"purp",1.10473025501365
18,"2_39L",45.05,"purp",1.61582032886793
19,"2_39L",49.25,"purp",1.85170805526221
20,"2_39L",NA,"purp",NA
21,"2_39L",36.25,"purp",1.12157937832753
22,"2_39L",58.4,"purp",2.36560631633547
23,"2_39L",52.25,"purp",2.02019928840099
24,"2_39L",34.25,"purp",1.00925188956835
25,"2_39L",33.95,"purp",0.992402766254471
26,"2_39L",NA,"purp",NA
27,"2_39L",8.6,"purp",-0.43134815376816
28,"2_39L",4.1,"purp",-0.68408500347632
29,"2_39L",9.95,"purp",-0.355527098855713
30,"2_39L",9.95,"purp",-0.355527098855713
31,"2_39L",10.75,"purp",-0.31059610335204
32,"2_39L",13.65,"purp",-0.147721244651226
33,"2_39L",3.1,"purp",-0.740248747855911
34,"2_39L",13.25,"purp",-0.170186742403062
35,"2_39L",25,"purp",0.489737254057132
36,"2_39L",6.4,"purp",-0.554908391403261
37,"2_39L",13.5,"purp",-0.156145806308165
38,"2_39L",45.1,"purp",1.61862851608691
39,"2_39L",68,"purp",2.90477826237954
40,"2_39L",NA,"purp",NA
41,"2_39L",28.25,"purp",0.672269423290802
42,"2_39L",3.35,"purp",-0.726207811761013
43,"2_39L",0.2,"purp",-0.903123606556725
44,"2_39L",0.15,"purp",-0.905931793775704
45,"2_39L",0.55,"purp",-0.883466296023868
46,"2_39L",0,"purp",-0.914356355432643
47,"2_39L",0.15,"purp",-0.905931793775704
48,"2_39L",NA,"purp",NA
49,"2_39L",NA,"purp",NA
50,"2_39L",0,"purp",-0.914356355432643
51,"2_39L",0,"purp",-0.914356355432643
52,"2_39L",0.1,"purp",-0.908739980994684
53,"2_39L",0,"purp",-0.914356355432643
54,"2_39L",0.1,"purp",-0.908739980994684
55,"2_39L",0.15,"purp",-0.905931793775704
56,"2_39L",NA,"purp",NA
57,"2_39L",0,"purp",-0.914356355432643
58,"2_39L",NA,"purp",NA
59,"2_39L",NA,"purp",NA
60,"2_39L",1,"purp",-0.858192611053052
61,"2_39L",5.95,"purp",-0.580182076374076
62,"2_39L",NA,"purp",NA
63,"2_39L",6.85,"purp",-0.529634706432445
1,"2_39L",8.6,"red",2.47660506914165
2,"2_39L",7.5,"red",2.0639555248977
3,"2_39L",5.75,"red",1.40746761360051
4,"2_39L",4.5,"red",0.938547676959655
5,"2_39L",6.4,"red",1.65130598065375
6,"2_39L",4.45,"red",0.919790879494021
7,"2_39L",4.65,"red",0.994818069356557
8,"2_39L",NA,"red",NA
9,"2_39L",5.7,"red",1.38871081613487
10,"2_39L",4.75,"red",1.03233166428783
11,"2_39L",3.15,"red",0.432114145387533
12,"2_39L",3.75,"red",0.657195714975143
13,"2_39L",7.35,"red",2.0076851325008
14,"2_39L",11.1,"red",3.41444494242336
15,"2_39L",5.25,"red",1.21989963894417
16,"2_39L",2.55,"red",0.207032575799924
17,"2_39L",1.85,"red",-0.0555625887189538
18,"2_39L",2.3,"red",0.113248588471753
19,"2_39L",1.6,"red",-0.149346576047124
20,"2_39L",NA,"red",NA
21,"2_39L",1.55,"red",-0.168103373512759
22,"2_39L",0.9,"red",-0.411941740566002
23,"2_39L",1.15,"red",-0.318157753237832
24,"2_39L",1.05,"red",-0.3556713481691
25,"2_39L",0.25,"red",-0.655780107619246
26,"2_39L",NA,"red",NA
27,"2_39L",0.2,"red",-0.67453690508488
28,"2_39L",0.15,"red",-0.693293702550514
29,"2_39L",0.05,"red",-0.730807297481782
30,"2_39L",0.45,"red",-0.580752917756709
31,"2_39L",0.15,"red",-0.693293702550514
32,"2_39L",0.55,"red",-0.543239322825441
33,"2_39L",1.35,"red",-0.243130563375295
34,"2_39L",0.25,"red",-0.655780107619246
35,"2_39L",1.45,"red",-0.205616968444027
36,"2_39L",0.45,"red",-0.580752917756709
37,"2_39L",0.45,"red",-0.580752917756709
38,"2_39L",0.75,"red",-0.468212132962905
39,"2_39L",1.25,"red",-0.280644158306563
40,"2_39L",NA,"red",NA
41,"2_39L",0.3,"red",-0.637023310153612
42,"2_39L",0.55,"red",-0.543239322825441
43,"2_39L",0.05,"red",-0.730807297481782
44,"2_39L",0.3,"red",-0.637023310153612
45,"2_39L",0.25,"red",-0.655780107619246
46,"2_39L",0,"red",-0.749564094947416
47,"2_39L",0.15,"red",-0.693293702550514
48,"2_39L",NA,"red",NA
49,"2_39L",NA,"red",NA
50,"2_39L",0,"red",-0.749564094947416
51,"2_39L",0,"red",-0.749564094947416
52,"2_39L",0,"red",-0.749564094947416
53,"2_39L",0,"red",-0.749564094947416
54,"2_39L",0,"red",-0.749564094947416
55,"2_39L",0.05,"red",-0.730807297481782
56,"2_39L",NA,"red",NA
57,"2_39L",0,"red",-0.749564094947416
58,"2_39L",NA,"red",NA
59,"2_39L",NA,"red",NA
60,"2_39L",0,"red",-0.749564094947416
61,"2_39L",0.35,"red",-0.618266512687978
62,"2_39L",NA,"red",NA
63,"2_39L",0.3,"red",-0.637023310153612
1,"2_39L",0,"wavy",-0.538388650178795
2,"2_39L",0.1,"wavy",-0.297590350942709
3,"2_39L",0,"wavy",-0.538388650178795
4,"2_39L",0,"wavy",-0.538388650178795
5,"2_39L",0,"wavy",-0.538388650178795
6,"2_39L",0,"wavy",-0.538388650178795
7,"2_39L",0,"wavy",-0.538388650178795
8,"2_39L",NA,"wavy",NA
9,"2_39L",0.05,"wavy",-0.417989500560752
10,"2_39L",0.05,"wavy",-0.417989500560752
11,"2_39L",0.25,"wavy",0.0636070979114188
12,"2_39L",0.6,"wavy",0.906401145237718
13,"2_39L",0.3,"wavy",0.184006247529461
14,"2_39L",0.35,"wavy",0.304405397147504
15,"2_39L",0.35,"wavy",0.304405397147504
16,"2_39L",2.35,"wavy",5.12037138186921
17,"2_39L",1,"wavy",1.86959434218206
18,"2_39L",0.75,"wavy",1.26759859409185
19,"2_39L",1.15,"wavy",2.23079179103619
20,"2_39L",NA,"wavy",NA
21,"2_39L",1.2,"wavy",2.35119094065423
22,"2_39L",0.3,"wavy",0.184006247529461
23,"2_39L",0.4,"wavy",0.424804546765547
24,"2_39L",0.2,"wavy",-0.0567920517066239
25,"2_39L",0.6,"wavy",0.906401145237718
26,"2_39L",NA,"wavy",NA
27,"2_39L",0.25,"wavy",0.0636070979114188
28,"2_39L",0.15,"wavy",-0.177191201324667
29,"2_39L",0,"wavy",-0.538388650178795
30,"2_39L",0,"wavy",-0.538388650178795
31,"2_39L",0.25,"wavy",0.0636070979114188
32,"2_39L",0,"wavy",-0.538388650178795
33,"2_39L",0,"wavy",-0.538388650178795
34,"2_39L",0.2,"wavy",-0.0567920517066239
35,"2_39L",0.1,"wavy",-0.297590350942709
36,"2_39L",0,"wavy",-0.538388650178795
37,"2_39L",0,"wavy",-0.538388650178795
38,"2_39L",0.2,"wavy",-0.0567920517066239
39,"2_39L",0.05,"wavy",-0.417989500560752
40,"2_39L",NA,"wavy",NA
41,"2_39L",0.1,"wavy",-0.297590350942709
42,"2_39L",0,"wavy",-0.538388650178795
43,"2_39L",0.25,"wavy",0.0636070979114188
44,"2_39L",0.15,"wavy",-0.177191201324667
45,"2_39L",0.1,"wavy",-0.297590350942709
46,"2_39L",0,"wavy",-0.538388650178795
47,"2_39L",0,"wavy",-0.538388650178795
48,"2_39L",NA,"wavy",NA
49,"2_39L",NA,"wavy",NA
50,"2_39L",0.05,"wavy",-0.417989500560752
51,"2_39L",0,"wavy",-0.538388650178795
52,"2_39L",0,"wavy",-0.538388650178795
53,"2_39L",0,"wavy",-0.538388650178795
54,"2_39L",0,"wavy",-0.538388650178795
55,"2_39L",0,"wavy",-0.538388650178795
56,"2_39L",NA,"wavy",NA
57,"2_39L",0,"wavy",-0.538388650178795
58,"2_39L",NA,"wavy",NA
59,"2_39L",NA,"wavy",NA
60,"2_39L",0,"wavy",-0.538388650178795
61,"2_39L",0,"wavy",-0.538388650178795
62,"2_39L",NA,"wavy",NA
63,"2_39L",0,"wavy",-0.538388650178795
1,"2_39L",0.05,"ymac",-0.305612286170813
2,"2_39L",1.8,"ymac",0.0561686907576224
3,"2_39L",1.95,"ymac",0.0871784887800598
4,"2_39L",1.6,"ymac",0.0148222933943726
5,"2_39L",0.8,"ymac",-0.150563296058627
6,"2_39L",2.3,"ymac",0.159534684165747
7,"2_39L",0.7,"ymac",-0.171236494740252
8,"2_39L",NA,"ymac",NA
9,"2_39L",0,"ymac",-0.315948885511626
10,"2_39L",0,"ymac",-0.315948885511626
11,"2_39L",0,"ymac",-0.315948885511626
12,"2_39L",2.2,"ymac",0.138861485484122
13,"2_39L",0.85,"ymac",-0.140226696717814
14,"2_39L",0.05,"ymac",-0.305612286170813
15,"2_39L",0,"ymac",-0.315948885511626
16,"2_39L",0,"ymac",-0.315948885511626
17,"2_39L",0,"ymac",-0.315948885511626
18,"2_39L",0,"ymac",-0.315948885511626
19,"2_39L",0,"ymac",-0.315948885511626
20,"2_39L",NA,"ymac",NA
21,"2_39L",0,"ymac",-0.315948885511626
22,"2_39L",0,"ymac",-0.315948885511626
23,"2_39L",0,"ymac",-0.315948885511626
24,"2_39L",0,"ymac",-0.315948885511626
25,"2_39L",0,"ymac",-0.315948885511626
26,"2_39L",NA,"ymac",NA
27,"2_39L",0.2,"ymac",-0.274602488148376
28,"2_39L",1.75,"ymac",0.04583209141681
29,"2_39L",0.05,"ymac",-0.305612286170813
30,"2_39L",0.35,"ymac",-0.243592690125939
31,"2_39L",0.2,"ymac",-0.274602488148376
32,"2_39L",0.7,"ymac",-0.171236494740252
33,"2_39L",0.3,"ymac",-0.253929289466751
34,"2_39L",0.6,"ymac",-0.191909693421876
35,"2_39L",0.05,"ymac",-0.305612286170813
36,"2_39L",0,"ymac",-0.315948885511626
37,"2_39L",0.65,"ymac",-0.181573094081064
38,"2_39L",0.05,"ymac",-0.305612286170813
39,"2_39L",0,"ymac",-0.315948885511626
40,"2_39L",NA,"ymac",NA
41,"2_39L",0,"ymac",-0.315948885511626
42,"2_39L",4.1,"ymac",0.531652260434995
43,"2_39L",0,"ymac",-0.315948885511626
44,"2_39L",0,"ymac",-0.315948885511626
45,"2_39L",0,"ymac",-0.315948885511626
46,"2_39L",0,"ymac",-0.315948885511626
47,"2_39L",0.25,"ymac",-0.264265888807564
48,"2_39L",NA,"ymac",NA
49,"2_39L",NA,"ymac",NA
50,"2_39L",1.1,"ymac",-0.0885437000137519
51,"2_39L",0,"ymac",-0.315948885511626
52,"2_39L",28.15,"ymac",5.50355654336578
53,"2_39L",21.4,"ymac",4.1081156323561
54,"2_39L",0.65,"ymac",-0.181573094081064
55,"2_39L",6.65,"ymac",1.05881882681643
56,"2_39L",NA,"ymac",NA
57,"2_39L",0,"ymac",-0.315948885511626
58,"2_39L",NA,"ymac",NA
59,"2_39L",NA,"ymac",NA
60,"2_39L",0.9,"ymac",-0.129890097377002
61,"2_39L",0.6,"ymac",-0.191909693421876
62,"2_39L",NA,"ymac",NA
63,"2_39L",0,"ymac",-0.315948885511626
1,"2_45L",0,"cys",-0.721976089485496
2,"2_45L",0,"cys",-0.721976089485496
3,"2_45L",4.8,"cys",0.794710262001789
4,"2_45L",0.6,"cys",-0.532390295549585
5,"2_45L",1,"cys",-0.405999766258978
6,"2_45L",1.7,"cys",-0.184816340000416
7,"2_45L",4.25,"cys",0.620923284227204
8,"2_45L",NA,"cys",NA
9,"2_45L",14.95,"cys",4.00186994275094
10,"2_45L",8.5,"cys",1.9638226579399
11,"2_45L",7.25,"cys",1.56885225390676
12,"2_45L",6.35,"cys",1.28447356300289
13,"2_45L",3.9,"cys",0.510331571097923
14,"2_45L",0,"cys",-0.721976089485496
15,"2_45L",0,"cys",-0.721976089485496
16,"2_45L",0,"cys",-0.721976089485496
17,"2_45L",0,"cys",-0.721976089485496
18,"2_45L",0,"cys",-0.721976089485496
19,"2_45L",0,"cys",-0.721976089485496
20,"2_45L",NA,"cys",NA
21,"2_45L",0,"cys",-0.721976089485496
22,"2_45L",0,"cys",-0.721976089485496
23,"2_45L",0,"cys",-0.721976089485496
24,"2_45L",0,"cys",-0.721976089485496
25,"2_45L",0,"cys",-0.721976089485496
26,"2_45L",NA,"cys",NA
27,"2_45L",0.9,"cys",-0.43759739858163
28,"2_45L",4.35,"cys",0.652520916549856
29,"2_45L",5.3,"cys",0.952698423615048
30,"2_45L",3.95,"cys",0.526130387259249
31,"2_45L",2.85,"cys",0.178556431710079
32,"2_45L",5.6,"cys",1.047491320583
33,"2_45L",2.25,"cys",-0.0110293622258312
34,"2_45L",3.1,"cys",0.257550512516709
35,"2_45L",7.45,"cys",1.63204751855206
36,"2_45L",2.35,"cys",0.0205682700968206
37,"2_45L",10.4,"cys",2.56417767207029
38,"2_45L",4.6,"cys",0.731514997356485
39,"2_45L",0.8,"cys",-0.469195030904282
40,"2_45L",NA,"cys",NA
41,"2_45L",0,"cys",-0.721976089485496
42,"2_45L",0,"cys",-0.721976089485496
43,"2_45L",0,"cys",-0.721976089485496
44,"2_45L",0,"cys",-0.721976089485496
45,"2_45L",0.05,"cys",-0.70617727332417
46,"2_45L",0,"cys",-0.721976089485496
47,"2_45L",0,"cys",-0.721976089485496
48,"2_45L",NA,"cys",NA
49,"2_45L",NA,"cys",NA
50,"2_45L",0.1,"cys",-0.690378457162844
51,"2_45L",0,"cys",-0.721976089485496
52,"2_45L",0.25,"cys",-0.642982008678866
53,"2_45L",0,"cys",-0.721976089485496
54,"2_45L",0.85,"cys",-0.453396214742956
55,"2_45L",3.85,"cys",0.494532754936597
56,"2_45L",NA,"cys",NA
57,"2_45L",3.35,"cys",0.336544593323338
58,"2_45L",NA,"cys",NA
59,"2_45L",NA,"cys",NA
60,"2_45L",3.2,"cys",0.289148144839361
61,"2_45L",1.4,"cys",-0.279609236968371
62,"2_45L",NA,"cys",NA
63,"2_45L",0.85,"cys",-0.453396214742956
1,"2_45L",0.05,"eis",-0.311951576983815
2,"2_45L",0,"eis",-0.47564893916344
3,"2_45L",0.5,"eis",1.16132468263282
4,"2_45L",0.85,"eis",2.30720621789019
5,"2_45L",0.55,"eis",1.32502204481244
6,"2_45L",1.15,"eis",3.28939039096795
7,"2_45L",0.85,"eis",2.30720621789019
8,"2_45L",NA,"eis",NA
9,"2_45L",0.3,"eis",0.506535233914313
10,"2_45L",0.2,"eis",0.179140509555062
11,"2_45L",0.15,"eis",0.0154431473754364
12,"2_45L",0.05,"eis",-0.311951576983815
13,"2_45L",0.1,"eis",-0.148254214804189
